response_id,survey_date,last_tool_used,age,age_group_self_reported,occupation,employment_status,prior_education,annual_income_usd,income_range_self_reported,favorite_color,region,urbanicity,household_size,daily_task,primary_ai_use_case,last_prompt,ai_feedback_comment,sentiment_label_self_reported,preferred_device,subscription_status,usage_frequency,monthly_ai_budget_usd,trust_level,privacy_concern,decision_stage,info_source,adoption_motivation,likelihood_to_recommend,satisfaction_score,age_group,income_group,high_value_user,likely_to_pay,feedback_sentiment,tool_group,trust_score_num,privacy_score_num
R100853,03/29/2026,xAI Grok,38.0,35-44,Student,,Some college,47000.0,$25k-$49k,Pink,Midwest,Suburban,2.0,Travel planning,Productivity,Find patterns in this survey data.,I worry about where my personal data goes.,Negative,Laptop,Trial,Daily,0.0,Very low,Moderate,Evaluation of alternatives,Coworker,Be more creative,5.0,3.0,35-44,$40K-$74K,No,No,Negative,xAI Grok,1.0,2.0
R100854,2026-05-12,xAI Grok,27.0,25-34,K-12 Teacher,Unemployed,Bachelor's degree,65000.0,$50k-$74k,White,International,Suburban,4.0,Data analysis,Productivity,Can you check if this source is credible?,"The tool is impressive, but I still need a human review.",Mixed,Laptop,Trial,Tried once,0.0,High,Moderate,Postpurchase behavior,Ad,Make better decisions,4.0,3.0,25-34,$40K-$74K,No,No,Mixed,xAI Grok,4.0,2.0
R100855,2026-02-11,xAI Grok,46.0,25-34,Software Developer,Full-time,Bachelor's degree,110000.0,$100k-$149k,Green,International,Suburban,4.0,Travel planning,Health information,draft a customer service reply to an angry customer.,I like how fast it gives me a first draft.,Positive,Smartphone,Free,Rarely,0.0,High,Moderate,Information search,Friend/family,Learn faster,6.0,4.0,45-54,$100K-$149K,No,No,Positive,xAI Grok,4.0,2.0
R100856,2026-03-30,xAI Grok,23.0,18-24,Marketing Manager,Student,Trade/Certificate,17000.0,<$25k,White,South,Urban,3.0,Data analysis,Customer support,Explain this legal clause like I'm not a lawyer.,It was too generic and I still had to rewrite everything.,Negative,Laptop,Free,Daily,6.0,Moderate,High,Evaluation of alternatives,Podcast,Be more creative,4.0,2.0,18-24,Under $40K,No,No,Negative,xAI Grok,3.0,3.0
R100857,2026-02-09,Other,18.0,18-24,Construction Manager,Student,High school,9000.0,<$25k,Black,South,Suburban,3.0,Healthcare admin notes,Research,Make my resume sound more confident.,I trust it for simple tasks and summaries.,Positive,Laptop,Trial,Weekly,9.0,High,High,Not sure,Podcast,Save time,8.0,5.0,18-24,Under $40K,No,No,Positive,Other,4.0,3.0
R100858,2026-02-20,xAI Grok,51.0,45-54,Software Developer,Student,Some college,118000.0,$100k-$149k,Red,South,Suburban,6.0,writing emails,Creative writing,Create a 7-day meal plan for a busy family.,I stopped using it after it made a mistake at work.,Negative,Smartphone,Free,Rarely,3.0,Low,High,Information search,Social media,Be more creative,0.0,1.0,45-54,$100K-$149K,No,No,Negative,xAI Grok,2.0,3.0
R100859,2026-05-27,xAI Grok,24.0,18-24,Customer Support Rep,Full-time,Associate degree,10000.0,$50-74k,White,West,Urban,2.0,Data analysis,Productivity,Write a polite email asking for more time on a project.,I have not used it enough to decide.,Neutral,Desktop,Free,Monthly,0.0,High,High,Postpurchase behavior,Ad,Save time,8.0,4.0,18-24,Under $40K,No,No,Neutral,xAI Grok,4.0,3.0
R100860,2026-04-27,xAI Grok,27.0,25-34,Nonprofit Coordinator,Contract,Master's degree,96000.0,$75k-$99k,Teal,South,Urban,1.0,Presentation design,Productivity,TURN THESE NOTES INTO A PRESENTATION OUTLINE.,"It helps with boring tasks, but it makes mistakes quietly.",Mixed,Laptop,Trial,Daily,,High,Moderate,Postpurchase behavior,Employer,write better,6.0,3.0,25-34,$75K-$99K,No,No,Mixed,xAI Grok,4.0,2.0
R100861,2026-04-17,xAI Grok,35.0,,Teacher,Full-time,Bachelor's degree,119000.0,$100k-$149k,Black,South,Urban,1.0,Job applications,Coding,write a bedtime story about a robot dog.,It is another tool in the toolbox.,Neutral,Smartphone,Free,Weekly,7.0,Low,,Purchase decision,Podcast,Be more creative,0.0,1.0,35-44,$100K-$149K,No,No,Neutral,xAI Grok,2.0,
R100862,2026-02-04,xAI Grok,24.0,18-24,K-12 Teacher,Student,Bachelor's degree,64000.0,$50k-$74k,Pink,South,Urban,3.0,Writing emails,Career planning,Suggest questions to ask before buying a used car.,"The tool is impressive, but I still need a human review.",Mixed,Smartphone,Paid individual,Weekly,40.0,High,,Evaluation of alternatives,News article,Save time,10.0,5.0,18-24,$40K-$74K,No,No,Mixed,xAI Grok,4.0,
R100863,2026-04-24,xAI Grok,18.0,18-24,Freelancer,Self-employed,Bachelor's degree,58000.0,$50k-$74k,Green,International,Suburban,4.0,Healthcare admin notes,Customer support,Summarize this article in plain English.,The answer sounded smart but was totally made up.,Ugly,Laptop,Free,A few times a week,0.0,Very high,Moderate,Evaluation of alternatives,Search engine,Compare options,6.0,3.0,18-24,$40K-$74K,No,No,Ugly,xAI Grok,5.0,2.0
R100864,2026-05-30,xAI Grok,18.0,35-44,Customer Support Rep,Full-time,High school,31000.0,$25k-$49k,Green,West,Urban,4.0,brainstorming content,Financial planning,Give me ideas for a weekend trip.,IT WAS TOO GENERIC AND I STILL HAD TO REWRITE EVERYTHING.,Negative,Laptop,Trial,Daily,0.0,,Extreme,Information search,Coworker,write better,6.0,4.0,18-24,Under $40K,No,No,Negative,xAI Grok,,4.0
R100865,"Apr 10, 2026",xAI Grok,42.0,35-44,Teacher,Self-employed,Bachelor's degree,91000.0,$75k-$99k,Black,West,Urban,1.0,travel planning,Coding,Create a 7-day meal plan for a busy family.,It helped me organize my thoughts when I was stuck.,Positive,Smartphone,Paid individual,Monthly,2.0,High,Moderate,Information search,Social media,Automate routine work,9.0,4.0,35-44,$75K-$99K,No,No,Positive,xAI Grok,4.0,2.0
R100866,2026-05-07,xAI Grok,31.0,35-44,Sales Associate,Freelance,Bachelor's degree,106000.0,$100k-$149k,Blue,Northeast,Suburban,1.0,writing emails,Financial planning,Make this spreadsheet easier to understand.,Surprisingly helpful; the answer was clear and easy to use.,Positive,Smartphone,Paid individual,Weekly,10.0,Very high,Moderate,Information search,Social media,less stress,10.0,5.0,25-34,$100K-$149K,No,No,Positive,xAI Grok,5.0,2.0
R100867,2026-05-08,xAI Grok,31.0,25-34,Nurse,Part-time,Master's degree,37000.0,$25k-$49k,White,Northeast,Suburban,3.0,Customer service replies,Health information,Make this spreadsheet easier to understand.,It felt creepy when it guessed things I did not tell it.,Ugly,Tablet,Free,Daily,4.0,Very high,Low,Postpurchase behavior,Coworker,Save time,7.0,4.0,25-34,Under $40K,No,No,Ugly,xAI Grok,5.0,1.0
R100868,02/25/2026,xAI Grok,,25-34,Software Developer,Full-time,Doctorate,162000.0,$150k+,Red,South,Suburban,1.0,Scheduling,Career planning,translate this message into spanish but keep it casual.,I stopped using it after it made a mistake at work.,Negative,,Paid individual,Weekly,12.0,Moderate,High,Postpurchase behavior,News article,Improve writing,4.0,6.0,Unknown,$150K+,No,Yes,Negative,xAI Grok,3.0,3.0
R100869,2026-05-04,Other,24.0,18-24,Marketing Manager,Part-time,Some college,74000.0,$50k-$74k,Green,Northeast,Suburban,7.0,Studying,Education,Draft a customer service reply to an angry customer.,IT WROTE SOMETHING THAT SOUNDED HUMAN BUT HAD NO SUBSTANCE.,Ugly,Laptop,Trial,Rarely,0.0,Very low,High,Purchase decision,Ad,Compare options,2.0,1.0,18-24,$40K-$74K,No,No,Ugly,Other,1.0,3.0
R100870,2026-02-27,xAI Grok,37.0,35-44,Data Analyst,Student,Associate degree,120000.0,$100k-$149k,Pink,South,,1.0,Social media captions,Financial planning,,I have not used it enough to decide.,Neutral,Smartphone,Free,Daily,14.0,Very low,Low,Postpurchase behavior,Search engine,Make better decisions,4.0,3.0,35-44,$100K-$149K,No,No,Neutral,xAI Grok,1.0,1.0
R100871,"Mar 09, 2026",xAI Grok,21.0,adult,Instructor,Full-time,Bachelor's degree,41000.0,$25k-$49k,White,,Urban,1.0,Customer service replies,Education,Draft a customer service reply to an angry customer.,"It is helpful, but I do not trust it for important decisions.",Negative,Desktop,Trial,A few times a week,0.0,Moderate,Extreme,Problem recognition,YouTube,Improve writing,3.0,2.0,18-24,$40K-$74K,No,No,Negative,xAI Grok,3.0,4.0
R100872,2026-05-10,xAI Grok,23.0,18-24,Content Creator,Student,Bachelor's degree,38000.0,$25k-$49k,Black,South,Urban,3.0,scheduling,Productivity,Make my resume sound more confident., The output is decent if I ask the question the right way. ,Mixed,Smartphone,Paid individual,Daily,6.0,Low,Low,Evaluation of alternatives,Social media,Have fun,1.0,2.0,18-24,Under $40K,Yes,No,Mixed,xAI Grok,2.0,1.0
R100873,2026-04-03,xAI Grok,37.0,35-44,Lawyer,Student,Some college,60000.0,$50k-$74k,Gray,Midwest,Suburban,5.0,Scheduling,Coding,DEBUG THIS PYTHON ERROR AND EXPLAIN WHAT HAPPENED.,"It is helpful, but I do not trust it for important decisions.",Negative,Laptop,Trial,Daily,0.0,Moderate,Moderate,Evaluation of alternatives,Social media,Reduce stress,2.0,,35-44,$40K-$74K,No,No,Negative,xAI Grok,3.0,2.0
R100874,2026-03-23,xAI Grok,28.0,25-34,Freelancer,Contract,Trade/Certificate,72000.0,$50k-$74k,Red,Midwest,Suburban,4.0,data analysis,Shopping decisions,Make this spreadsheet easier to understand.,I need more examples before I judge it.,Neutral,Smartphone,Free,Weekly,4.0,Moderate,Moderate,Purchase decision,Ad,Save time,5.0,3.0,25-34,$40K-$74K,No,No,Neutral,xAI Grok,3.0,2.0
R100875,2026-04-11,xAI Grok,44.0,18-24,business owner,Full-time,High school,57000.0,$50k-$74k,Orange,West,Urban,3.0,Budget planning,Career planning,brainstorm tiktok captions for a new product launch.,I like how fast it gives me a first draft.,Positive,Laptop,Free,Multiple times daily,24.0,Moderate,Low,Evaluation of alternatives,Search engine,Save time,9.0,5.0,35-44,$40K-$74K,No,No,Positive,xAI Grok,3.0,1.0
R100876,2026-03-15,xAI Grok,37.0,35-44,Data Analyst,Self-employed,Bachelor's degree,76000.0,$75k-$99k,White,South,Rural,2.0,Legal research,Productivity,Help me plan a budget for next month.,it wrote something that sounded human but had no substance.,Ugly,Laptop,Paid individual,Daily,65.0,Very high,,Evaluation of alternatives,Friend/family,Improve writing,5.0,3.0,35-44,$75K-$99K,Yes,No,Ugly,xAI Grok,5.0,
R100877,2026-03-17,xAI Grok,20.0,18-24,Small Business Owner,Self-employed,Master's degree,20000.0,<$25k,Teal,Northeast,Urban,4.0,Translation,Shopping decisions,Brainstorm TikTok captions for a new product launch.,The hallucinations make it dangerous for beginners.,Ugly,Smartphone,Paid individual,Multiple times daily,110.0,Moderate,High,Purchase decision,Social media,Have fun,4.0,2.0,18-24,Under $40K,Yes,No,Ugly,xAI Grok,3.0,3.0
R100878,2026-04-03,xAI Grok,34.0,25-34,Teacher,Retired,Master's degree,71000.0,$50k-$74k,White,South,Urban,5.0,Personal finance,Education,Write a bedtime story about a robot dog.,"great assistant, terrible source checker.",Mixed,Laptop,Paid individual,Monthly,5.0,High,,Postpurchase behavior,Employer,save time,8.0,4.0,25-34,$40K-$74K,No,No,Mixed,xAI Grok,4.0,
R100879,2026-05-08,xAI Grok,32.0,65+,Retail Manager,Full-time,Some college,11000.0,<$25k,pink,Midwest,Rural,5.0,Summarizing articles,Customer support,Find patterns in this survey data.,It is another tool in the toolbox.,Neutral,Desktop,Paid individual,A few times a week,21.0,High,,Postpurchase behavior,Podcast,Have fun,8.0,4.0,25-34,Under $40K,Yes,No,Neutral,xAI Grok,4.0,
R100880,2026-04-10,xAI Grok,45.0,45-54,Physician Assistant,,Bachelor's degree,90000.0,$75k-$99k,gold,Midwest,Urban,2.0,Researching products,Data analysis,"What should I cook with chicken, rice, and spinach?",The response felt robotic and missed the point.,Negative,Smartphone,Free,Weekly,6.0,Moderate,Moderate,Evaluation of alternatives,Ad,Make better decisions,1.0,2.0,45-54,$75K-$99K,No,No,Negative,xAI Grok,3.0,2.0
R100881,2026-04-29,xAI Grok,26.0,25-34,Marketer,Full-time,Bachelor's degree,53000.0,$50k-$74k,Pink,Northeast,Suburban,2.0,Data analysis ,Research,Can you check if this source is credible?,"It is worth trying, but not worth paying for yet.",Mixed,Smartphone,,A few times a week,12.0,High,High,Postpurchase behavior,Social media,Improve writing,10.0,5.0,25-34,$40K-$74K,No,No,Mixed,xAI Grok,4.0,3.0
R100882,2026-05-15,xAI Grok,48.0,45-54,Researcher,Freelance,Bachelor's degree,75000.0,not saying,yellow,Midwest,Rural,4.0,Legal research,Productivity,Translate this message into Spanish but keep it casual.,It helped me organize my thoughts when I was stuck.,Positive,Laptop,Trial,Tried once,1.0,High,Moderate,Information search,Podcast,Automate routine work,9.0,5.0,45-54,$75K-$99K,No,No,Positive,xAI Grok,4.0,2.0
R100883,"Feb 22, 2026",xAI Grok,32.0,25-34,Data Analyst,Full-time,High school,97000.0,$75k-$99k,Orange,Midwest,,4.0,Customer service replies,Customer support,Brainstorm TikTok captions 4 a new product launch.,It was too generic and I still had to rewrite everything.,Negative,Laptop,Free,Multiple times daily,28.0,Very low,,Evaluation of alternatives,Search engine,Learn faster,1.0,1.0,25-34,$75K-$99K,No,No,Negative,xAI Grok,1.0,
R100884,04/11/2026,xAI Grok,37.0,35-44,Graphic Designer,Full-time,High school,113000.0,$100k-$149k,Red,Northeast,Urban,3.0,Budget planning,Coding,Write a polite email asking for more time on a project.,The answer sounded smart but was totally made up.,Ugly,Laptop,Trial,Multiple times daily,18.0,Moderate,Low,Purchase decision,Professor/teacher,Learn faster,1.0,10.0,35-44,$100K-$149K,No,Yes,Ugly,xAI Grok,3.0,1.0
R100885,2026-03-11,xAI Grok,51.0,45-54,Teacher,Retired,Trade/Certificate,83000.0,$75k-$99k,Black,International,Suburban,5.0,Customer service replies,Productivity,Write a bedtime story about a robot dog.,The experience was average.,Neutral,Laptop,Free,Rarely,0.0,High,High,Problem recognition,Search engine,Automate routine work,4.0,3.0,45-54,$75K-$99K,No,No,Neutral,xAI Grok,4.0,3.0
R100886,2026-05-18,xAI Grok,40.0,35-44,Lawyer,Part-time,Bachelor's degree,140000.0,<$25k,yellow,West,Urban,4.0,Presentation design,Creative writing,Summarize this article in plain English.,"I use it every week, but I do not fully trust it.",Mixed,Laptop,Paid individual,Weekly,,Low,Extreme,Evaluation of alternatives,News article,Automate routine work,4.0,2.0,35-44,$100K-$149K,No,No,Mixed,xAI Grok,2.0,4.0
R100887,"Apr 28, 2026",xAI Grok,35.0,35-44,Operations Coordinator,Self-employed,Bachelor's degree,74000.0,$50k-$74k,Teal,South,Urban,3.0,Meal planning,Career planning,Write a polite email asking 4 more time on a project.,It made my work look more polished.,Positive,Laptop,Paid individual,Rarely,37.0,Very high,Moderate,Problem recognition,Employer,Compare options,10.0,5.0,35-44,$40K-$74K,No,No,Positive,xAI Grok,5.0,2.0
R100888,2026-03-10,xAI Grok,18.0,18-24,Product Manager,Full-time,Trade/Certificate,109000.0,$100k-$149k,orange,South,Urban,1.0,Coding,Creative writing,Compare three laptops for a college student under $900.,I like how fast it gives me a first draft.,Positive,Smartphone,Free,Tried once,0.0,High,Extreme,Postpurchase behavior,Coworker,Save time,8.0,4.0,18-24,$100K-$149K,No,No,Positive,xAI Grok,4.0,4.0
R100889,2026-04-10,xAI Grok,43.0,35-44,Student,Part-time,Bachelor's degree,124000.0,$100k-$149k,Blue,West,Urban,3.0,Coding,Customer support,Write a bedtime story about a robot dog.,It depends on the task.,Neutral,Laptop,Paid work/school,Weekly,0.0,Very low,Moderate,Problem recognition,News article,Learn faster,0.0,1.0,35-44,$100K-$149K,No,No,Neutral,xAI Grok,1.0,2.0
R100890,"Feb 19, 2026",xAI Grok,36.0,35-44,HR Specialist,Student,Associate degree,52000.0,$50k-$74k,Pink,Midwest,Urban,4.0,Job applications ,Customer support,Write a polite email asking for more time on a project.,Surprisingly helpful; the answer was clear and easy to use.,Positive,Work computer,Trial,Monthly,,High,Low,Evaluation of alternatives,Search engine,Reduce stress,10.0,5.0,35-44,$40K-$74K,No,No,Positive,xAI Grok,4.0,1.0
R100891,2026-04-05,xAI Grok,43.0,35-44,Marketing Manager,Student,Bachelor's degree,98000.0,$75k-$99k,Black,South,Urban,2.0,Translation,Creative writing,Debug this Python error and explain what happened.,"The tool is impressive, but I still need a human review.",,Smartphone,Free,Rarely,0.0,Moderate,,Purchase decision,Podcast,Reduce stress,5.0,3.0,35-44,$75K-$99K,No,No,,xAI Grok,3.0,
R100892,2026-05-13,xAI Grok,31.0,25-34,Nonprofit Coordinator,Contract,Doctorate,110000.0,$100k-$149k,gold,West,Suburban,4.0,Scheduling,Productivity,Explain this legal clause like I'm not a lawyer.,The answer sounded smart but was totally made up.,Ugly,Smartphone,Free,A few times a week,0.0,Very high,Moderate,Postpurchase behavior,News article,Compare options,3.0,3.0,25-34,$100K-$149K,No,No,Ugly,xAI Grok,5.0,2.0
R100893,2026-02-02,xAI Grok,50.0,45-54,Teacher,Full-time,Some college,64000.0,$50k-$74k,mint,South,Suburban,2.0,studying,Financial planning,Create a 7-day meal plan for a busy family.,I mostly use it for small things.,Neutral,Laptop,Free,A few times a week,13.0,Very high,Moderate,Purchase decision,Friend/family,Improve writing,9.0,4.0,45-54,$40K-$74K,No,No,Neutral,xAI Grok,5.0,2.0
R100894,2026-03-09,xAI Grok,23.0,25-34,Freelancer,Contract,Bachelor's degree,24000.0,<$25k,black,South,Suburban,3.0,Healthcare admin notes,Productivity,  Make this spreadsheet easier to understand.   ,the response felt robotic and missed the point.,Negative,Desktop,Free,A few times a week,15.0,Moderate,Low,Purchase decision,Professor/teacher,less stress,4.0,3.0,18-24,Under $40K,No,No,Negative,xAI Grok,3.0,1.0
R100895,2026-04-24,xAI Grok,28.0,25-34,Customer Support Rep,Freelance,Some college,37000.0,$25k-$49k,Ivory,South,Suburban,1.0,Social media captions,Creative writing,Make a study guide for my marketing exam.,i trust it for simple tasks and summaries.,Positive,Tablet,Trial,A few times a week,0.0,High,Low,Problem recognition,Ad,Save time,9.0,5.0,25-34,Under $40K,No,No,Positive,xAI Grok,4.0,1.0
R100896,2026-03-23,xAI Grok,35.0,35-44,HR Specialist,Full-time,Bachelor's degree,41000.0,$25k-$49k,Gray,South,,3.0,customer service replies ,Education,Help me plan a budget for next month.,It made me look bad in a meeting because I trusted it.,Ugly,Work computer,Paid individual,Daily,39.0,Moderate,Extreme,Information search,Friend/family,Improve writing,0.0,1.0,35-44,$40K-$74K,Yes,No,Ugly,xAI Grok,3.0,4.0
R100897,2026-03-25,xAI Grok,27.0,25-34,Customer Support Rep,Contract,Bachelor's degree,66000.0,$50k-$74k,White,,Rural,6.0,Writing emails,Productivity,Compare three laptops for a college student under $900.,It helped me organize my thoughts when I was stuck.,Positive,Tablet,,Weekly,0.0,High,Low,Information search,Podcast,Have fun,10.0,5.0,25-34,$40K-$74K,No,No,Positive,xAI Grok,4.0,1.0
R100898,2026-03-25,xAI Grok,27.0,25-34,Entrepreneur,,Doctorate,111000.0,$100k-$149k,Purple,West,Suburban,4.0,scheduling,Health information,Write a polite email asking for more time on a project.,"Good for speed, bad for accuracy.",Mixed,Desktop,Free,Daily,17.0,Moderate,Low,Purchase decision,Social media,Be more creative,7.0,4.0,25-34,$100K-$149K,No,No,Mixed,xAI Grok,3.0,1.0
R100899,2026-04-04,xAI Grok,52.0,45-54,Customer Support Rep,Full-time,Master's degree,76000.0,$75k-$99k,Orange,West,Suburban,3.0,Brainstorming content,Health information,Make a study guide for my marketing exam.,It is becoming part of my daily workflow.,,Laptop,,Monthly,5.0,High,Moderate,,Friend/family,Compare options,7.0,4.0,45-54,$75K-$99K,No,No,,xAI Grok,4.0,2.0
R100900,2026-02-17,xAI Grok,29.0,25-34,Journalist,Full-time,Doctorate,113000.0,$100k-$149k,Gray,West,Rural,3.0,Scheduling,Research,WRITE A BEDTIME STORY ABOUT A ROBOT DOG.,"I use it every week, but I do not fully trust it.",Mixed,Laptop,Trial,Multiple times daily,8.0,Very high,Moderate,Purchase decision,Friend/family,Save time,10.0,,25-34,$100K-$149K,No,No,Mixed,xAI Grok,5.0,2.0
R100901,2026-02-01,xAI Grok,38.0,35-44,Teacher,Freelance,Bachelor's degree,88000.0,$75k-$99k,White,South,,5.0,Writing emails,Creative writing,"What should I cook with chicken, rice, and spinach?",It made my work look more polished.,Positive,Desktop,Paid individual,Weekly,6.0,High,Moderate,Postpurchase behavior,Podcast,Automate routine work,8.0,5.0,35-44,$75K-$99K,No,No,Positive,xAI Grok,4.0,2.0
R100902,2026-02-23,xAI Grok,24.0,18-24,Construction Manager,Student,High school,59000.0,$50k-$74k,Ivory,West,Urban,1.0,translation,Education,Explain this legal clause like I'm not a lawyer.,"It is worth trying, but not worth paying for yet.",Mixed,Laptop,Free,Daily,0.0,Moderate,Moderate,Postpurchase behavior,Search engine,Automate routine work,3.0,3.0,18-24,$40K-$74K,No,No,Mixed,xAI Grok,3.0,2.0
R100903,02/05/2026,xAI Grok,34.0,25-34,Software Developer,Full-time,Bachelor's degree,110000.0,$100k-$149k,pink,Northeast,Urban,1.0,Presentation design,Health information,Give me ideas for a weekend trip.,It saved me an hour and made the task feel manageable.,Positive,Laptop,Paid individual,A few times a week,24.0,High,Low,Postpurchase behavior,Search engine,Be more creative,,5.0,25-34,$100K-$149K,Yes,No,Positive,xAI Grok,4.0,1.0
R100904,yesterday,xAI Grok,32.0,25-34,Software Developer,Full-time,Trade/Certificate,122000.0,$100k-$149k,Black,West,Suburban,5.0,Healthcare admin notes ,Productivity,"What should I cook with chicken, rice, and spinach?",It misunderstood the context and wasted my time.,Negative,Desktop,Paid individual,Monthly,,Moderate,Moderate,,,Automate routine work,6.0,3.0,25-34,$100K-$149K,No,No,Negative,xAI Grok,3.0,2.0
R100905,04/23/2026,xAI Grok,29.0,45-54,Marketer,Full-time,Some college,72000.0,$50k-$74k,turquoise,Northeast,Suburban,2.0,Presentation design,Coding,Write a bedtime story about a robot dog.,"I use it every week, but I do not fully trust it.",Mixed,Tablet,Paid individual,Daily,31.0,Moderate,Moderate,Evaluation of alternatives,Podcast,Improve writing,7.0,4.0,25-34,$40K-$74K,Yes,No,Mixed,xAI Grok,3.0,2.0
R100906,2026-05-22,xAI Grok,42.0,35-44,Freelancer,Contract,Master's degree,99000.0,$75k-$99k,Pink,Northeast,Urban,,customer service replies ,Education,explain this legal clause like i'm not a lawyer.,Great for brainstorming when I do not know where to start.,,Laptop,,Multiple times daily,76.0,Very high,Moderate,Information search,YouTube,Reduce stress,10.0,,35-44,$75K-$99K,No,No,,xAI Grok,5.0,2.0
R100907,2026-03-27,xAI Grok,45.0,45-54,Researcher,Full-time,Doctorate,96000.0,$75k-$99k,black,West,Suburban,2.0,Data analysis,Productivity,Draft a customer service reply to an angry customer.,I need more examples before I judge it.,Neutral,Desktop,Paid individual,A few times a week,18.0,High,Moderate,Postpurchase behavior,Search engine,free trial,6.0,4.0,45-54,$75K-$99K,Yes,No,Neutral,xAI Grok,4.0,2.0
R100908,2026-04-23,xAI Grok,21.0,25-34,Small Business Owner,Contract,High school,,$25k-$49k,BLACK,South,Suburban,2.0,Social media captions,Marketing content,brainstorm tiktok captions for a new product launch.,I use it sometimes when I remember.,Neutral,Desktop,Free,Multiple times daily,0.0,Moderate,Low,Evaluation of alternatives,Friend/family,Automate routine work,0.0,2.0,18-24,Unknown,No,No,Neutral,xAI Grok,3.0,1.0
R100909,03/10/2026,xAI Grok,,25-34,Entrepreneur,Full-time,Bachelor's degree,79000.0,$75k-$99k,Red,South,Urban,2.0,Travel planning,Productivity,Make my resume sound more confident.,I trust it for simple tasks and summaries.,Positive,Smartphone,Paid work/school,Daily,21.0,Very low,Moderate,Evaluation of alternatives,Search engine,,0.0,2.0,Unknown,$75K-$99K,Yes,No,Positive,xAI Grok,1.0,2.0
R100910,2026-05-16,xAI Grok,28.0,25-34,Product Manager,Full-time,Some college,82000.0,$75k-$99k,Black,International,Urban,5.0,Researching products,Marketing content,Draft a customer service reply to an angry customer.,The output is decent if I ask the question the right way.,,Laptop,Free,Weekly,0.0,High,Low,Postpurchase behavior,Social media,Compare options,7.0,4.0,25-34,$75K-$99K,No,No,,xAI Grok,4.0,1.0
R100911,2026-02-09,xAI Grok,32.0,25-34,Freelancer,Part-time,Bachelor's degree,41000.0,$25k-$49k,Orange,Northeast,Rural,5.0,Creating lesson plans,Research,Translate this message into Spanish but keep it casual.,i worry about where my personal data goes.,Negative,Laptop,Free,Tried once,1.0,Moderate,Extreme,Information search,News article,Reduce stress,3.0,2.0,25-34,$40K-$74K,No,No,Negative,xAI Grok,3.0,4.0
R100913,04/29/2026,xAI Grok,47.0,45-54,Researcher,Full-time,Bachelor's degree,,$100k-$149k,White,West,rural,2.0,Scheduling,Creative writing,Can you check if this source is credible?,It wrote something that sounded human but had no substance.,Ugly,Laptop,Free,A few times a week,5.0,Low,Moderate,Purchase decision,Ad,Learn faster,1.0,1.0,45-54,Unknown,No,No,Ugly,xAI Grok,2.0,2.0
R100914,"Feb 16, 2026",xAI Grok,23.0,18-24,Marketing Manager,Freelance,Bachelor's degree,91000.0,$75k-$99k,Lavender,South,Rural,2.0,Job applications,Data analysis,Compare three laptops 4 a college student under $900.,"It helps with boring tasks, but it makes mistakes quietly.",Mixed,Laptop,Paid individual,A few times a week,,Moderate,,Postpurchase behavior,Search engine,Make better decisions,7.0,4.0,18-24,$75K-$99K,Yes,No,Mixed,xAI Grok,3.0,
R100915,14-02-2026,xAI Grok,21.0,18-24,Data Analyst,Full-time,Bachelor's degree,59000.0,$50k-$74k,black,South,Urban,3.0,Budget planning,Productivity,Debug this Python error and explain what happened.,"It gave me fake citations, which is a big problem.",Negative,Tablet,Free,Weekly,2.0,Low,High,Information search,Search engine,Learn faster,0.0,1.0,18-24,$40K-$74K,No,No,Negative,xAI Grok,2.0,3.0
R100916,2026-02-01,xAI Grok,53.0,45-54,Software Developer,Student,Trade/Certificate,95000.0,$75k-$99k,Purple,Northeast,Urban,2.0,meal planning,Productivity,Make this spreadsheet easier to understand.,It saved me an hour and made the task feel manageable.,Positive,Smartphone,,Daily,0.0,High,Moderate,Purchase decision,Coworker,Learn faster,9.0,5.0,45-54,$75K-$99K,No,No,Positive,xAI Grok,4.0,2.0
R100917,2026-05-04,xAI Grok,18.0,18-24,Engineer,Part-time,Some college,9000.0,<$25k,Gray,International,Suburban,4.0,Travel planning,Shopping decisions,Summarize this article in plain English.," Useful for drafts, but I would never send the first version. ",Mixed,Work computer,Paid work/school,Monthly,0.0,High,High,Problem recognition,Friend/family,Have fun,5.0,3.0,18-24,Under $40K,No,No,Mixed,xAI Grok,4.0,3.0
R100918,2026-04-02,xAI Grok,30.0,25-34,Content Creator,Full-time,Bachelor's degree,47000.0,$25k-$49k,Green,International,Rural,3.0,Budget planning,Health information,Brainstorm TikTok captions 4 a new product launch.,"The tool is impressive, but I still need a human review.",Mixed,Smartphone,Trial,Daily,0.0,Low,Moderate,Postpurchase behavior,Friend/family,Save time,2.0,,25-34,$40K-$74K,No,No,Mixed,xAI Grok,2.0,2.0
R100919,2026-05-11,xAI Grok,21.0,45-54,Financial Analyst,Freelance,Bachelor's degree,87000.0,$75k-$99k,Orange,South,Suburban,2.0,Translation,Research,Find patterns in this survey data.,"It helps with boring tasks, but it makes mistakes quietly.",Neutral,Smartphone,Paid work/school,A few times a week,11.0,Low,High,Information search,Search engine,Save time,1.0,1.0,18-24,$75K-$99K,Yes,No,Neutral,xAI Grok,2.0,3.0
